,names,price,time_ago,address,time_scraped,area_name,rack_area_name,time_diff,time,date,tax_less,city,rack,margin
10150,Domo,130.9,1 hour,"11902 St Albert TrEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10153,Husky,130.9,6 hours,"8118 120th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-09 17:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10154,Hughes,130.9,9 hours,"12405 97th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 09:00:00.000000000,2018-10-09 14:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10155,Hughes,132.9,39 minutes,"7110 82nd AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:39:00.000000000,2018-10-09 23:04:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10156,Petro-Canada,132.9,15 minutes,"7505 Argyll RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:15:00.000000000,2018-10-09 23:28:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10157,7-Eleven,132.4,2 hours,"14125 118th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-09 21:43:56,2018-10-09 00:00:00,96.3652380952381,edmonton,83.5,12.865238095238098
10158,Domo,132.9,1 minute,"6102 90th Ave NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:01:00.000000000,2018-10-09 23:42:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10159,Domo,132.9,40 minutes,"10145 156th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:40:00.000000000,2018-10-09 23:03:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10161,Mobil @ Superstore,132.9,17 hours,"5019 Calgary TrEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 17:00:00.000000000,2018-10-09 06:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10162,Safeway,132.9,6 hours,"5004 98th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-09 17:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10163,Husky,130.9,4 hours,"11820 Wayne Gretzky Dr NB Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10164,Hughes,130.9,2 hours,"11832 Wayne Gretzky Dr NB Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-09 21:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10165,Husky,130.9,10 hours,"6125 101st AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 10:00:00.000000000,2018-10-09 13:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10167,Esso,,3 hours,"15710 Stony Plain RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,,edmonton,83.5,
10168,Shell,132.9,22 minutes,"9903 51st AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:22:00.000000000,2018-10-09 23:21:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10169,Dawson Motors,,5 hours,"12803 97th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 05:00:00.000000000,2018-10-09 18:43:56,2018-10-09 00:00:00,,edmonton,83.5,
10170,Husky,129.9,27 minutes,"9536 51st AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:27:00.000000000,2018-10-09 23:16:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10171,Petro-Canada,132.9,27 minutes,"5110 122nd StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:27:00.000000000,2018-10-09 23:16:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10172,7-Eleven,129.9,1 hour,"10719 156th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10173,7-Eleven,127.9,40 minutes,"6615 118th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:40:00.000000000,2018-10-09 23:03:56,2018-10-09 00:00:00,92.0795238095238,edmonton,83.5,8.579523809523806
10174,Petro-Canada,130.9,47 minutes,"12707 127th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:47:00.000000000,2018-10-09 22:56:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10175,Safeway,127.9,30 minutes,"8720 156th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:30:00.000000000,2018-10-09 23:13:56,2018-10-09 00:00:00,92.0795238095238,edmonton,83.5,8.579523809523806
10176,Shell,132.9,14 minutes,"4945 101st AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:14:00.000000000,2018-10-09 23:29:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10177,Esso,132.9,6 hours,"5003 101st AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-09 17:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10178,Esso,129.9,36 minutes,"15606 111th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:36:00.000000000,2018-10-09 23:07:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10179,Canadian Tire,129.9,38 minutes,"16125 Stony Plain RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:38:00.000000000,2018-10-09 23:05:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10180,Hughes,130.9,1 hour,"12535 St Albert TrEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10181,Canadian Tire,132.9,6 hours,"9809 50th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-09 17:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10182,Hughes,132.9,1 hour,"8004 Roper RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10183,Co-op,130.9,1 hour,"12705 82nd StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10184,Domo,130.9,6 hours,"12920 127th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-09 17:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10185,Hughes,130.9,35 minutes,"12504 Fort RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:35:00.000000000,2018-10-09 23:08:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10186,Husky,,24 minutes,"7507 50th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:24:00.000000000,2018-10-09 23:19:56,2018-10-09 00:00:00,,edmonton,83.5,
10187,Westway Propane,,19 minutes,"5010 76th Ave NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:19:00.000000000,2018-10-09 23:24:56,2018-10-09 00:00:00,,edmonton,83.5,
10188,Hughes,132.9,4 hours,"16010 112th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10190,Fas Gas,129.9,13 minutes,"15411 118th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:13:00.000000000,2018-10-09 23:30:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10191,Esso,129.4,4 hours,"13410 97th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,93.50809523809524,edmonton,83.5,10.008095238095237
10192,7-Eleven,130.9,1 hour,"13203 82nd StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10193,Shell,130.6,4 hours,"13215 127th St NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,94.65095238095236,edmonton,83.5,11.150952380952361
10194,Costco,115.2,3 hours,"12450 149th St NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,79.9842857142857,edmonton,83.5,-3.515714285714296
10195,Petro-Canada,,3 hours,"15630 118th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,,edmonton,83.5,
10196,Husky,132.9,37 minutes,"14950 Yellowhead TrEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:37:00.000000000,2018-10-09 23:06:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10197,Esso,127.9,44 minutes,"16438 87th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:44:00.000000000,2018-10-09 22:59:56,2018-10-09 00:00:00,92.0795238095238,edmonton,83.5,8.579523809523806
10198,Shell,129.9,20 hours,"10231 170th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 20:00:00.000000000,2018-10-09 03:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10199,Shell,132.9,15 minutes,"6124 50th St NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:15:00.000000000,2018-10-09 23:28:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10200,Mobil @ Superstore,129.9,34 minutes,"10020 171st StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:34:00.000000000,2018-10-09 23:09:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10201,Esso,132.9,31 minutes,"4310 66th StMill Woods, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:31:00.000000000,2018-10-09 23:12:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10202,Centex,128.9,12 minutes,"17046 90th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:12:00.000000000,2018-10-09 23:31:56,2018-10-09 00:00:00,93.03190476190476,edmonton,83.5,9.531904761904755
10203,Mobil @ Superstore,129.6,27 minutes,"12350 137th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:27:00.000000000,2018-10-09 23:16:56,2018-10-09 00:00:00,93.69857142857141,edmonton,83.5,10.198571428571412
10204,Shell,129.9,49 seconds,"17056 95th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:00:49.000000000,2018-10-09 23:43:07,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10205,Esso,129.9,30 minutes,"3615 Calgary TrEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:30:00.000000000,2018-10-09 23:13:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10206,Co-op,130.9,49 minutes,"13207 St  Albert Tr NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:49:00.000000000,2018-10-09 22:54:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10207,Husky,132.9,23 minutes,"17260 95th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:23:00.000000000,2018-10-09 23:20:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10208,Shell,129.9,30 minutes,"10325 34th Ave NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:30:00.000000000,2018-10-09 23:13:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10209,Husky,130.9,2 hours,"13203 66th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-09 21:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10210,Esso,132.9,23 minutes,"11760 167th St NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:23:00.000000000,2018-10-09 23:20:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10211,Husky,130.9,4 hours,"4315 118th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10212,Esso,129.9,16 minutes,"9850 34th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:16:00.000000000,2018-10-09 23:27:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10213,Apollo,,16 minutes,"4020 118th Ave NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:16:00.000000000,2018-10-09 23:27:56,2018-10-09 00:00:00,,edmonton,83.5,
10214,Hughes,129.9,16 minutes,"9115 35th Ave Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:16:00.000000000,2018-10-09 23:27:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10215,Petro-Canada,129.4,16 minutes,"14110 127th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:16:00.000000000,2018-10-09 23:27:56,2018-10-09 00:00:00,93.50809523809524,edmonton,83.5,10.008095238095237
10216,Esso,129.9,1 hour,"17761 100th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10217,Husky,129.9,34 minutes,"334 Bulyea RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:34:00.000000000,2018-10-09 23:09:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10219,Petro-Canada,129.9,1 hour,"7631 38th AveMill Woods, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10220,Propane Shack,130.9,16 hours,"5504 129th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 16:00:00.000000000,2018-10-09 07:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10221,Flying J,132.9,2 hours,"16806 118th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-09 21:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10222,Esso,129.9,35 minutes,"14703 40th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:35:00.000000000,2018-10-09 23:08:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10223,Domo,129.9,35 minutes,"9255 34th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:35:00.000000000,2018-10-09 23:08:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10224,Husky,129.9,2 hours,"3105 Calgary TrEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-09 21:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10226,Fas Gas,129.9,3 hours,"3006 Calgary TrEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10227,Petro-Canada,129.9,41 minutes,"3003 Calgary TrEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:41:00.000000000,2018-10-09 23:02:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10228,Shell,132.9,4 hours,"17830 Stony Plain RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10229,Shell,130.9,4 hours,"13610 66th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10231,Domo,132.9,1 hour,"17908 Stony Plain RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10232,Shell,130.9,28 minutes,"3518 118th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:28:00.000000000,2018-10-09 23:15:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10233,Husky,130.9,3 hours,"12986 50th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10234,7-Eleven,129.6,3 hours,"280 Saddleback RdEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,93.69857142857141,edmonton,83.5,10.198571428571412
10235,Domo,129.9,36 minutes,"348 Saddleback Rd NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:36:00.000000000,2018-10-09 23:07:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10236,Hughes,129.9,5 hours,"5012 130th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 05:00:00.000000000,2018-10-09 18:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10237,Husky,129.9,1 hour,"9774 182nd St NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 01:00:00.000000000,2018-10-09 22:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10238,Esso,132.9,4 hours,"7542 178th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10239,Shell,132.9,27 minutes,"6833 177th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:27:00.000000000,2018-10-09 23:16:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10240,Esso,127.9,4 hours,"15179 121st StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 04:00:00.000000000,2018-10-09 19:43:56,2018-10-09 00:00:00,92.0795238095238,edmonton,83.5,8.579523809523806
10241,Shell,129.9,36 seconds,"9804 153rd AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:00:36.000000000,2018-10-09 23:43:20,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10242,Esso,126.9,36 minutes,"9628 153rd AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:36:00.000000000,2018-10-09 23:07:56,2018-10-09 00:00:00,91.12714285714286,edmonton,83.5,7.627142857142857
10243,Petro-Canada,132.9,7 hours,"6655 178th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 07:00:00.000000000,2018-10-09 16:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10244,Fas Gas,132.3,9 hours,"550 Hermitage Rd NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 09:00:00.000000000,2018-10-09 14:43:56,2018-10-09 00:00:00,96.27,edmonton,83.5,12.769999999999996
10245,Shell,129.9,3 hours,"2203 110th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 03:00:00.000000000,2018-10-09 20:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10246,Safeway,129.9,2 hours,"2304 109th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 02:00:00.000000000,2018-10-09 21:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10247,Petro-Canada,130.9,27 minutes,"5011 137th AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:27:00.000000000,2018-10-09 23:16:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10248,Mobil @ No Frills,129.4,35 minutes,"15505 97th  Edmonton Alberta Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:35:00.000000000,2018-10-09 23:08:56,2018-10-09 00:00:00,93.50809523809524,edmonton,83.5,10.008095238095237
10249,Shell,132.9,26 minutes,"800 Riverbend SquareEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:26:00.000000000,2018-10-09 23:17:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10250,Shell,129.9,6 hours,"15131 127th StEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-09 17:43:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10251,Costco,115.2,7 hours,"13650 50th St NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 07:00:00.000000000,2018-10-09 16:43:56,2018-10-09 00:00:00,79.9842857142857,edmonton,83.5,-3.515714285714296
10252,Petro-Canada,129.6,6 hours,"12659 153rd AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 06:00:00.000000000,2018-10-09 17:43:56,2018-10-09 00:00:00,93.69857142857141,edmonton,83.5,10.198571428571412
10253,Canadian Tire,129.9,25 minutes,"2204 101st St NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:25:00.000000000,2018-10-09 23:18:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10254,Husky,129.9,23 minutes,"5403 38th AveMill Woods, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 00:23:00.000000000,2018-10-09 23:20:56,2018-10-09 00:00:00,93.9842857142857,edmonton,83.5,10.484285714285704
10255,Esso,132.9,18 hours,"11104 184th St NW Edmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 18:00:00.000000000,2018-10-09 05:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
10256,Safeway,130.9,10 hours,"500 Manning CrossingEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 10:00:00.000000000,2018-10-09 13:43:56,2018-10-09 00:00:00,94.93666666666667,edmonton,83.5,11.436666666666667
10257,Mobil @ Superstore,132.9,10 hours,"9711 23rd AveEdmonton, AB",2018-10-09 23:43:56,edmonton,edmonton,0 days 10:00:00.000000000,2018-10-09 13:43:56,2018-10-09 00:00:00,96.84142857142857,edmonton,83.5,13.341428571428565
